2018,Leganes,Ath Madrid,1,1,D
2018,Real Madrid,Valladolid,2,0,H
2018,Valencia,Girona,0,1,A
2018,Vallecano,Barcelona,2,3,A
2018,Betis,Celta,3,3,D
2018,Eibar,Alaves,2,1,H
2018,Huesca,Getafe,1,1,D
2018,Sociedad,Sevilla,0,0,D
2018,Villarreal,Levante,1,1,D
2018,Espanol,Ath Bilbao,1,0,H
2018,Levante,Sociedad,1,3,A
2018,Ath Madrid,Ath Bilbao,3,2,H
2018,Getafe,Valencia,0,1,A
2018,Girona,Leganes,0,0,D
2018,Valladolid,Eibar,0,0,D
2018,Alaves,Huesca,2,1,H
2018,Barcelona,Betis,3,4,A
2018,Celta,Real Madrid,2,4,A
2018,Sevilla,Espanol,2,1,H
2018,Vallecano,Villarreal,2,2,D
2018,Leganes,Alaves,1,0,H
2018,Ath Madrid,Barcelona,1,1,D
2018,Eibar,Real Madrid,3,0,H
2018,Huesca,Levante,2,2,D
2018,Valencia,Vallecano,3,0,H
2018,Ath Bilbao,Getafe,1,1,D
2018,Espanol,Girona,1,3,A
2018,Sevilla,Valladolid,1,0,H
2018,Villarreal,Betis,2,1,H
2018,Sociedad,Celta,2,1,H
2018,Vallecano,Eibar,1,0,H
2018,Celta,Huesca,2,0,H
2018,Getafe,Espanol,3,0,H
2018,Real Madrid,Valencia,2,0,H
2018,Valladolid,Leganes,2,4,A
2018,Alaves,Sevilla,1,1,D
2018,Barcelona,Villarreal,2,0,H
2018,Betis,Sociedad,1,0,H
2018,Girona,Ath Madrid,1,1,D
2018,Levante,Ath Bilbao,3,0,H
2018,Leganes,Getafe,1,1,D
2018,Ath Madrid,Alaves,3,0,H
2018,Espanol,Barcelona,0,4,A
2018,Valencia,Sevilla,1,1,D
2018,Villarreal,Celta,2,3,A
2018,Betis,Vallecano,2,0,H
2018,Eibar,Levante,4,4,D
2018,Huesca,Real Madrid,0,1,A
2018,Sociedad,Valladolid,1,2,A
2018,Ath Bilbao,Girona,1,0,H
2018,Celta,Leganes,0,0,D
2018,Eibar,Valencia,1,1,D
2018,Getafe,Sociedad,1,0,H
2018,Real Madrid,Vallecano,1,0,H
2018,Valladolid,Ath Madrid,2,3,A
2018,Espanol,Betis,1,3,A
2018,Huesca,Villarreal,2,2,D
2018,Levante,Barcelona,0,5,A
2018,Sevilla,Girona,2,0,H
2018,Alaves,Ath Bilbao,0,0,D
2018,Girona,Getafe,1,1,D
2018,Sociedad,Alaves,0,1,A
2018,Ath Bilbao,Valladolid,1,1,D
2018,Ath Madrid,Espanol,1,0,H
2018,Barcelona,Celta,2,0,H
2018,Betis,Eibar,1,1,D
2018,Leganes,Sevilla,1,1,D
2018,Valencia,Huesca,2,1,H
2018,Vallecano,Levante,2,1,H
2018,Villarreal,Real Madrid,2,2,D
2018,Espanol,Leganes,1,0,H
2018,Levante,Girona,2,2,D
2018,Alaves,Valencia,2,1,H
2018,Huesca,Betis,2,1,H
2018,Valladolid,Vallecano,0,1,A
2018,Eibar,Villarreal,0,0,D
2018,Getafe,Barcelona,1,2,A
2018,Real Madrid,Sociedad,0,2,A
2018,Sevilla,Ath Madrid,1,1,D
2018,Celta,Ath Bilbao,1,2,A
2018,Vallecano,Celta,4,2,H
2018,Girona,Alaves,1,1,D
2018,Leganes,Huesca,1,0,H
2018,Valencia,Valladolid,1,1,D
2018,Villarreal,Getafe,1,2,A
2018,Ath Bilbao,Sevilla,2,0,H
2018,Ath Madrid,Levante,1,0,H
2018,Barcelona,Eibar,3,0,H
2018,Betis,Real Madrid,1,2,A
2018,Sociedad,Espanol,3,2,H
2018,Getafe,Alaves,4,0,H
2018,Celta,Valencia,1,2,A
2018,Huesca,Ath Madrid,0,3,A
2018,Real Madrid,Sevilla,2,0,H
2018,Barcelona,Leganes,3,1,H
2018,Betis,Girona,3,2,H
2018,Levante,Valladolid,2,0,H
2018,Vallecano,Sociedad,2,2,D
2018,Villarreal,Ath Bilbao,1,1,D
2018,Eibar,Espanol,3,0,H
2018,Ath Madrid,Getafe,2,0,H
2018,Leganes,Eibar,2,2,D
2018,Sevilla,Levante,5,0,H
2018,Valencia,Villarreal,3,0,H
2018,Ath Bilbao,Betis,1,0,H
2018,Espanol,Real Madrid,2,4,A
2018,Girona,Barcelona,0,2,A
2018,Sociedad,Huesca,0,0,D
2018,Valladolid,Celta,2,1,H
2018,Alaves,Vallecano,0,1,A
2018,Huesca,Valladolid,4,0,H
2018,Barcelona,Valencia,2,2,D
2018,Celta,Sevilla,1,0,H
2018,Levante,Getafe,0,0,D
2018,Sociedad,Ath Bilbao,2,1,H
2018,Betis,Ath Madrid,1,0,H
2018,Eibar,Girona,3,0,H
2018,Real Madrid,Alaves,3,0,H
2018,Villarreal,Espanol,2,2,D
2018,Vallecano,Leganes,1,2,A
2018,Valladolid,Villarreal,0,0,D
2018,Ath Madrid,Real Madrid,1,3,A
2018,Espanol,Vallecano,2,1,H
2018,Getafe,Celta,3,1,H
2018,Girona,Huesca,0,2,A
2018,Ath Bilbao,Barcelona,0,0,D
2018,Leganes,Betis,3,0,H
2018,Sevilla,Eibar,2,2,D
2018,Valencia,Sociedad,0,0,D
2018,Alaves,Levante,2,0,H
2018,Eibar,Getafe,2,2,D
2018,Barcelona,Valladolid,1,0,H
2018,Celta,Levante,1,4,A
2018,Sociedad,Leganes,3,0,H
2018,Vallecano,Ath Madrid,0,1,A
2018,Betis,Alaves,1,1,D
2018,Real Madrid,Girona,1,2,A
2018,Valencia,Espanol,0,0,D
2018,Villarreal,Sevilla,3,0,H
2018,Huesca,Ath Bilbao,0,1,A
2018,Espanol,Huesca,1,1,D
2018,Alaves,Celta,0,0,D
2018,Ath Bilbao,Eibar,1,0,H
2018,Getafe,Vallecano,2,1,H
2018,Sevilla,Barcelona,2,4,A
2018,Ath Madrid,Villarreal,2,0,H
2018,Leganes,Valencia,1,1,D
2018,Levante,Real Madrid,1,2,A
2018,Valladolid,Betis,0,2,A
2018,Girona,Sociedad,0,0,D
2018,Vallecano,Girona,0,2,A
2018,Espanol,Valladolid,3,1,H
2018,Huesca,Sevilla,2,1,H
2018,Real Madrid,Barcelona,0,1,A
2018,Villarreal,Alaves,1,2,A
2018,Betis,Getafe,1,2,A
2018,Eibar,Celta,1,0,H
2018,Sociedad,Ath Madrid,0,2,A
2018,Valencia,Ath Bilbao,2,0,H
2018,Leganes,Levante,1,0,H
2018,Ath Bilbao,Espanol,1,1,D
2018,Alaves,Eibar,1,1,D
2018,Ath Madrid,Leganes,1,0,H
2018,Barcelona,Vallecano,3,1,H
2018,Getafe,Huesca,2,1,H
2018,Celta,Betis,0,1,A
2018,Girona,Valencia,2,3,A
2018,Levante,Villarreal,0,2,A
2018,Sevilla,Sociedad,5,2,H
2018,Valladolid,Real Madrid,1,4,A
2018,Sociedad,Levante,1,1,D
2018,Ath Bilbao,Ath Madrid,2,0,H
2018,Huesca,Alaves,1,3,A
2018,Leganes,Girona,0,2,A
2018,Real Madrid,Celta,2,0,H
2018,Betis,Barcelona,1,4,A
2018,Eibar,Valladolid,1,2,A
2018,Espanol,Sevilla,0,1,A
2018,Valencia,Getafe,0,0,D
2018,Villarreal,Vallecano,3,1,H
2018,Girona,Ath Bilbao,1,2,A
2018,Alaves,Ath Madrid,0,4,A
2018,Barcelona,Espanol,2,0,H
2018,Celta,Villarreal,3,2,H
2018,Getafe,Leganes,0,2,A
2018,Levante,Eibar,2,2,D
2018,Real Madrid,Huesca,3,2,H
2018,Sevilla,Valencia,0,1,A
2018,Valladolid,Sociedad,1,1,D
2018,Vallecano,Betis,1,1,D
2018,Ath Madrid,Girona,2,0,H
2018,Espanol,Getafe,1,1,D
2018,Villarreal,Barcelona,4,4,D
2018,Ath Bilbao,Levante,3,2,H
2018,Eibar,Vallecano,2,1,H
2018,Huesca,Celta,3,3,D
2018,Valencia,Real Madrid,2,1,H
2018,Leganes,Valladolid,1,0,H
2018,Sevilla,Alaves,2,0,H
2018,Sociedad,Betis,2,1,H
2018,Barcelona,Ath Madrid,2,0,H
2018,Girona,Espanol,1,2,A
2018,Real Madrid,Eibar,2,1,H
2018,Vallecano,Valencia,2,0,H
2018,Alaves,Leganes,1,1,D
2018,Betis,Villarreal,2,1,H
2018,Celta,Sociedad,3,1,H
2018,Getafe,Ath Bilbao,1,0,H
2018,Levante,Huesca,2,2,D
2018,Valladolid,Sevilla,0,2,A
2018,Ath Madrid,Celta,2,0,H
2018,Espanol,Alaves,2,1,H
2018,Huesca,Barcelona,0,0,D
2018,Sevilla,Betis,3,2,H
2018,Ath Bilbao,Vallecano,3,2,H
2018,Girona,Villarreal,0,1,A
2018,Sociedad,Eibar,1,1,D
2018,Valencia,Levante,3,1,H
2018,Valladolid,Getafe,2,2,D
2018,Leganes,Real Madrid,1,1,D
2018,Alaves,Valladolid,2,2,D
2018,Barcelona,Sociedad,2,1,H
2018,Celta,Girona,2,1,H
2018,Eibar,Ath Madrid,0,1,A
2018,Vallecano,Huesca,0,0,D
2018,Betis,Valencia,1,2,A
2018,Getafe,Sevilla,3,0,H
2018,Levante,Espanol,2,2,D
2018,Real Madrid,Ath Bilbao,3,0,H
2018,Villarreal,Leganes,2,1,H
2018,Alaves,Barcelona,0,2,A
2018,Huesca,Eibar,2,0,H
2018,Valladolid,Girona,1,0,H
2018,Ath Madrid,Valencia,3,2,H
2018,Espanol,Celta,1,1,D
2018,Leganes,Ath Bilbao,0,1,A
2018,Levante,Betis,4,0,H
2018,Getafe,Real Madrid,0,0,D
2018,Sevilla,Vallecano,5,0,H
2018,Sociedad,Villarreal,0,1,A
2018,Ath Bilbao,Alaves,1,1,D
2018,Ath Madrid,Valladolid,1,0,H
2018,Barcelona,Levante,1,0,H
2018,Leganes,Celta,0,0,D
2018,Girona,Sevilla,1,0,H
2018,Sociedad,Getafe,2,1,H
2018,Valencia,Eibar,0,1,A
2018,Vallecano,Real Madrid,1,0,H
2018,Villarreal,Huesca,1,1,D
2018,Betis,Espanol,1,1,D
2018,Sevilla,Leganes,0,3,A
2018,Alaves,Sociedad,0,1,A
2018,Celta,Barcelona,2,0,H
2018,Espanol,Ath Madrid,3,0,H
2018,Levante,Vallecano,4,1,H
2018,Eibar,Betis,1,0,H
2018,Getafe,Girona,2,0,H
2018,Huesca,Valencia,2,6,A
2018,Real Madrid,Villarreal,3,2,H
2018,Valladolid,Ath Bilbao,1,0,H
2018,Ath Bilbao,Celta,3,1,H
2018,Ath Madrid,Sevilla,1,1,D
2018,Barcelona,Getafe,2,0,H
2018,Betis,Huesca,2,1,H
2018,Girona,Levante,1,2,A
2018,Leganes,Espanol,0,2,A
2018,Sociedad,Real Madrid,3,1,H
2018,Valencia,Alaves,3,1,H
2018,Vallecano,Valladolid,1,2,A
2018,Villarreal,Eibar,1,0,H
2018,Alaves,Girona,2,1,H
2018,Celta,Vallecano,2,2,D
2018,Espanol,Sociedad,2,0,H
2018,Getafe,Villarreal,2,2,D
2018,Huesca,Leganes,2,1,H
2018,Levante,Ath Madrid,2,2,D
2018,Sevilla,Ath Bilbao,2,0,H
2018,Valladolid,Valencia,0,2,A
2018,Eibar,Barcelona,2,2,D
2018,Real Madrid,Betis,0,2,A
2012,Arsenal,Sunderland,0,0,D
2012,Fulham,Norwich,5,0,H
2012,Newcastle,Tottenham,2,1,H
2012,QPR,Swansea,0,5,A
2012,Reading,Stoke,1,1,D
2012,West Brom,Liverpool,3,0,H
2012,West Ham,Aston Villa,1,0,H
2012,Man City,Southampton,3,2,H
2012,Wigan,Chelsea,0,2,A
2012,Everton,Man United,1,0,H
2012,Chelsea,Reading,4,2,H
2012,Aston Villa,Everton,1,3,A
2012,Chelsea,Newcastle,2,0,H
2012,Man United,Fulham,3,2,H
2012,Norwich,QPR,1,1,D
2012,Southampton,Wigan,0,2,A
2012,Swansea,West Ham,3,0,H
2012,Tottenham,West Brom,1,1,D
2012,Liverpool,Man City,2,2,D
2012,Stoke,Arsenal,0,0,D
2012,Man City,QPR,3,1,H
2012,Swansea,Sunderland,2,2,D
2012,Tottenham,Norwich,1,1,D
2012,West Brom,Everton,2,0,H
2012,West Ham,Fulham,3,0,H
2012,Wigan,Stoke,2,2,D
2012,Liverpool,Arsenal,0,2,A
2012,Newcastle,Aston Villa,1,1,D
2012,Southampton,Man United,2,3,A
2012,Arsenal,Southampton,6,1,H
2012,Aston Villa,Swansea,2,0,H
2012,Fulham,West Brom,3,0,H
2012,Man United,Wigan,4,0,H
2012,Norwich,West Ham,0,0,D
2012,QPR,Chelsea,0,0,D
2012,Stoke,Man City,1,1,D
2012,Sunderland,Liverpool,1,1,D
2012,Reading,Tottenham,1,3,A
2012,Everton,Newcastle,2,2,D
2012,Chelsea,Stoke,1,0,H
2012,Southampton,Aston Villa,4,1,H
2012,Swansea,Everton,0,3,A
2012,West Brom,Reading,1,0,H
2012,West Ham,Sunderland,1,1,D
2012,Wigan,Fulham,1,2,A
2012,Liverpool,Man United,1,2,A
2012,Man City,Arsenal,1,1,D
2012,Newcastle,Norwich,1,0,H
2012,Tottenham,QPR,2,1,H
2012,Arsenal,Chelsea,1,2,A
2012,Everton,Southampton,3,1,H
2012,Fulham,Man City,1,2,A
2012,Man United,Tottenham,2,3,A
2012,Norwich,Liverpool,2,5,A
2012,Reading,Newcastle,2,2,D
2012,Stoke,Swansea,2,0,H
2012,Sunderland,Wigan,1,0,H
2012,Aston Villa,West Brom,1,1,D
2012,QPR,West Ham,1,2,A
2012,Chelsea,Norwich,4,1,H
2012,Man City,Sunderland,3,0,H
2012,Swansea,Reading,2,2,D
2012,West Brom,QPR,3,2,H
2012,West Ham,Arsenal,1,3,A
2012,Wigan,Everton,2,2,D
2012,Liverpool,Stoke,0,0,D
2012,Newcastle,Man United,0,3,A
2012,Southampton,Fulham,2,2,D
2012,Tottenham,Aston Villa,2,0,H
2012,Fulham,Aston Villa,1,0,H
2012,Liverpool,Reading,1,0,H
2012,Man United,Stoke,4,2,H
2012,Norwich,Arsenal,1,0,H
2012,Swansea,Wigan,2,1,H
2012,Tottenham,Chelsea,2,4,A
2012,West Brom,Man City,1,2,A
2012,West Ham,Southampton,4,1,H
2012,QPR,Everton,1,1,D
2012,Sunderland,Newcastle,1,1,D
2012,Arsenal,QPR,1,0,H
2012,Aston Villa,Norwich,1,1,D
2012,Man City,Swansea,1,0,H
2012,Reading,Fulham,3,3,D
2012,Stoke,Sunderland,0,0,D
2012,Wigan,West Ham,2,1,H
2012,Chelsea,Man United,2,3,A
2012,Everton,Liverpool,2,2,D
2012,Newcastle,West Brom,2,1,H
2012,Southampton,Tottenham,1,2,A
2012,Fulham,Everton,2,2,D
2012,Man United,Arsenal,2,1,H
2012,Norwich,Stoke,1,0,H
2012,Sunderland,Aston Villa,0,1,A
2012,Swansea,Chelsea,1,1,D
2012,Tottenham,Wigan,0,1,A
2012,West Ham,Man City,0,0,D
2012,Liverpool,Newcastle,1,1,D
2012,QPR,Reading,1,1,D
2012,West Brom,Southampton,2,0,H
2012,Arsenal,Fulham,3,3,D
2012,Aston Villa,Man United,2,3,A
2012,Everton,Sunderland,2,1,H
2012,Reading,Norwich,0,0,D
2012,Southampton,Swansea,1,1,D
2012,Stoke,QPR,1,0,H
2012,Wigan,West Brom,1,2,A
2012,Chelsea,Liverpool,1,1,D
2012,Man City,Tottenham,2,1,H
2012,Newcastle,West Ham,0,1,A
2012,Arsenal,Tottenham,5,2,H
2012,Liverpool,Wigan,3,0,H
2012,Man City,Aston Villa,5,0,H
2012,Newcastle,Swansea,1,2,A
2012,Norwich,Man United,1,0,H
2012,QPR,Southampton,1,3,A
2012,Reading,Everton,2,1,H
2012,West Brom,Chelsea,2,1,H
2012,Fulham,Sunderland,1,3,A
2012,West Ham,Stoke,1,1,D
2012,Aston Villa,Arsenal,0,0,D
2012,Everton,Norwich,1,1,D
2012,Man United,QPR,3,1,H
2012,Stoke,Fulham,1,0,H
2012,Sunderland,West Brom,2,4,A
2012,Wigan,Reading,3,2,H
2012,Chelsea,Man City,0,0,D
2012,Southampton,Newcastle,2,0,H
2012,Swansea,Liverpool,0,0,D
2012,Tottenham,West Ham,3,1,H
2012,Aston Villa,Reading,1,0,H
2012,Sunderland,QPR,0,0,D
2012,Chelsea,Fulham,0,0,D
2012,Everton,Arsenal,1,1,D
2012,Man United,West Ham,1,0,H
2012,Southampton,Norwich,1,1,D
2012,Stoke,Newcastle,2,1,H
2012,Swansea,West Brom,3,1,H
2012,Tottenham,Liverpool,2,1,H
2012,Wigan,Man City,0,2,A
2012,Arsenal,Swansea,0,2,A
2012,Fulham,Tottenham,0,3,A
2012,Liverpool,Southampton,1,0,H
2012,Man City,Everton,1,1,D
2012,QPR,Aston Villa,1,1,D
2012,Reading,Man United,3,4,A
2012,West Brom,Stoke,0,1,A
2012,West Ham,Chelsea,3,1,H
2012,Norwich,Sunderland,2,1,H
2012,Newcastle,Wigan,3,0,H
2012,Arsenal,West Brom,2,0,H
2012,Aston Villa,Stoke,0,0,D
2012,Southampton,Reading,1,0,H
2012,Sunderland,Chelsea,1,3,A
2012,Swansea,Norwich,3,4,A
2012,Wigan,QPR,2,2,D
2012,Everton,Tottenham,2,1,H
2012,Man City,Man United,2,3,A
2012,West Ham,Liverpool,2,3,A
2012,Fulham,Newcastle,2,1,H
2012,Sunderland,Reading,3,0,H
2012,Liverpool,Aston Villa,1,3,A
2012,Man United,Sunderland,3,1,H
2012,Newcastle,Man City,1,3,A
2012,Norwich,Wigan,2,1,H
2012,QPR,Fulham,2,1,H
2012,Stoke,Everton,1,1,D
2012,Tottenham,Swansea,1,0,H
2012,West Brom,West Ham,0,0,D
2012,Reading,Arsenal,2,5,A
2012,Liverpool,Fulham,4,0,H
2012,Man City,Reading,1,0,H
2012,Newcastle,QPR,1,0,H
2012,Southampton,Sunderland,0,1,A
2012,Tottenham,Stoke,0,0,D
2012,West Brom,Norwich,2,1,H
2012,West Ham,Everton,1,2,A
2012,Wigan,Arsenal,0,1,A
2012,Chelsea,Aston Villa,8,0,H
2012,Swansea,Man United,1,1,D
2012,Aston Villa,Tottenham,0,4,A
2012,Everton,Wigan,2,1,H
2012,Fulham,Southampton,1,1,D
2012,Man United,Newcastle,4,3,H
2012,Norwich,Chelsea,0,1,A
2012,QPR,West Brom,1,2,A
2012,Reading,Swansea,0,0,D
2012,Stoke,Liverpool,3,1,H
2012,Sunderland,Man City,1,0,H
2012,Arsenal,Newcastle,7,3,H
2012,Aston Villa,Wigan,0,3,A
2012,Fulham,Swansea,1,2,A
2012,Man United,West Brom,2,0,H
2012,Norwich,Man City,3,4,A
2012,Reading,West Ham,1,0,H
2012,Stoke,Southampton,3,3,D
2012,Sunderland,Tottenham,1,2,A
2012,Everton,Chelsea,1,2,A
2012,QPR,Liverpool,0,3,A
2012,Man City,Stoke,3,0,H
2012,Southampton,Arsenal,1,1,D
2012,Swansea,Aston Villa,2,2,D
2012,Tottenham,Reading,3,1,H
2012,West Brom,Fulham,1,2,A
2012,West Ham,Norwich,2,1,H
2012,Wigan,Man United,0,4,A
2012,Chelsea,QPR,0,1,A
2012,Liverpool,Sunderland,3,0,H
2012,Newcastle,Everton,1,2,A
2012,Aston Villa,Southampton,0,1,A
2012,Everton,Swansea,0,0,D
2012,Fulham,Wigan,1,1,D
2012,Norwich,Newcastle,0,0,D
2012,QPR,Tottenham,0,0,D
2012,Reading,West Brom,3,2,H
2012,Stoke,Chelsea,0,4,A
2012,Sunderland,West Ham,3,0,H
2012,Arsenal,Man City,0,2,A
2012,Man United,Liverpool,2,1,H
2012,Chelsea,Southampton,2,2,D
2012,Liverpool,Norwich,5,0,H
2012,Man City,Fulham,2,0,H
2012,Newcastle,Reading,1,2,A
2012,Swansea,Stoke,3,1,H
2012,West Brom,Aston Villa,2,2,D
2012,West Ham,QPR,1,1,D
2012,Wigan,Sunderland,2,3,A
2012,Chelsea,Arsenal,2,1,H
2012,Tottenham,Man United,1,1,D
2012,Southampton,Everton,0,0,D
2012,Arsenal,West Ham,5,1,H
2012,Aston Villa,Newcastle,1,2,A
2012,QPR,Man City,0,0,D
2012,Stoke,Wigan,2,2,D
2012,Sunderland,Swansea,0,0,D
2012,Arsenal,Liverpool,2,2,D
2012,Everton,West Brom,2,1,H
2012,Fulham,West Ham,3,1,H
2012,Man United,Southampton,2,1,H
2012,Norwich,Tottenham,1,1,D
2012,Reading,Chelsea,2,2,D
2012,Arsenal,Stoke,1,0,H
2012,Everton,Aston Villa,3,3,D
2012,Fulham,Man United,0,1,A
2012,Newcastle,Chelsea,3,2,H
2012,QPR,Norwich,0,0,D
2012,Reading,Sunderland,2,1,H
2012,West Ham,Swansea,1,0,H
2012,Wigan,Southampton,2,2,D
2012,Man City,Liverpool,2,2,D
2012,West Brom,Tottenham,0,1,A
2012,Chelsea,Wigan,4,1,H
2012,Norwich,Fulham,0,0,D
2012,Southampton,Man City,3,1,H
2012,Stoke,Reading,2,1,H
2012,Sunderland,Arsenal,0,1,A
2012,Swansea,QPR,4,1,H
2012,Tottenham,Newcastle,2,1,H
2012,Aston Villa,West Ham,2,1,H
2012,Man United,Everton,2,0,H
2012,Liverpool,West Brom,0,2,A
2012,Liverpool,Swansea,5,0,H
2012,Arsenal,Aston Villa,2,1,H
2012,Fulham,Stoke,1,0,H
2012,Norwich,Everton,2,1,H
2012,QPR,Man United,0,2,A
2012,Reading,Wigan,0,3,A
2012,West Brom,Sunderland,2,1,H
2012,Man City,Chelsea,2,0,H
2012,Newcastle,Southampton,4,2,H
2012,West Ham,Tottenham,2,3,A
2012,Chelsea,West Brom,1,0,H
2012,Everton,Reading,3,1,H
2012,Man United,Norwich,4,0,H
2012,Southampton,QPR,1,2,A
2012,Stoke,West Ham,0,1,A
2012,Sunderland,Fulham,2,2,D
2012,Swansea,Newcastle,1,0,H
2012,Wigan,Liverpool,0,4,A
2012,Tottenham,Arsenal,2,1,H
2012,Aston Villa,Man City,0,1,A
2012,Norwich,Southampton,0,0,D
2012,QPR,Sunderland,3,1,H
2012,Reading,Aston Villa,1,2,A
2012,West Brom,Swansea,2,1,H
2012,Liverpool,Tottenham,3,2,H
2012,Newcastle,Stoke,2,1,H
2012,Aston Villa,QPR,3,2,H
2012,Everton,Man City,2,0,H
2012,Man United,Reading,1,0,H
2012,Southampton,Liverpool,3,1,H
2012,Stoke,West Brom,0,0,D
2012,Swansea,Arsenal,0,2,A
2012,Chelsea,West Ham,2,0,H
2012,Sunderland,Norwich,1,1,D
2012,Tottenham,Fulham,0,1,A
2012,Wigan,Newcastle,2,1,H
2012,Arsenal,Reading,4,1,H
2012,Everton,Stoke,1,0,H
2012,Man City,Newcastle,4,0,H
2012,Southampton,Chelsea,2,1,H
2012,Sunderland,Man United,0,1,A
2012,Swansea,Tottenham,1,2,A
2012,West Ham,West Brom,3,1,H
2012,Wigan,Norwich,1,0,H
2012,Aston Villa,Liverpool,1,2,A
2012,Fulham,QPR,3,2,H
2012,Norwich,Swansea,2,2,D
2012,Reading,Southampton,0,2,A
2012,Stoke,Aston Villa,1,3,A
2012,West Brom,Arsenal,1,2,A
2012,Chelsea,Sunderland,2,1,H
2012,Liverpool,West Ham,0,0,D
2012,Newcastle,Fulham,1,0,H
2012,QPR,Wigan,1,1,D
2012,Tottenham,Everton,2,2,D
2012,Man United,Man City,1,2,A
2012,Arsenal,Norwich,3,1,H
2012,Aston Villa,Fulham,1,1,D
2012,Everton,QPR,2,0,H
2012,Reading,Liverpool,0,0,D
2012,Southampton,West Ham,1,1,D
2012,Newcastle,Sunderland,0,3,A
2012,Stoke,Man United,0,2,A
2012,Arsenal,Everton,0,0,D
2012,Fulham,Chelsea,0,3,A
2012,Man City,Wigan,1,0,H
2012,West Ham,Man United,2,2,D
2012,Fulham,Arsenal,0,1,A
2012,Norwich,Reading,2,1,H
